,category,headline,authors,link,short_description,date
123171,CRIME,"Woman's Last Words Before Alleged Killing: 'Whoa, You Scared Me'",,https://www.huffingtonpost.com/entry/phone-last-words-firefighter_n_5298829.html,,2014-05-10
123336,CRIME,'Friday Night Lights' School Embroiled In Sex Scandals,,https://www.huffingtonpost.com/entry/permian-high-school-friday-night-lights-school-sex-scandal_n_5291596.html,,2014-05-08
123409,CRIME,Death Penalty,"Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",https://www.huffingtonpost.com/entry/death-penalty_b_5270673.html,"Amnesty International reminds Texans and the rest of us that America is in very distinct and distinctive company among executors: Only Iran, Iraq, Saudi Arabia and China, 'disreputable peers,' execute more.",2014-05-07
123481,CRIME,"Wisconsin Boy, 3, Shoots Self In Head With Mom's Gun",Andres Jauregui,https://www.huffingtonpost.com/entry/wisconsin-boy-shoots-self_n_5272468.html,,2014-05-06
123487,CRIME,He Knew He Was About To Die. So He Sent A Heartbreaking Message To His Family.,,https://www.huffingtonpost.com/entry/tornado-victim-texts-good_n_5272408.html,,2014-05-06
123494,CRIME,15 Tips to Prepare for Big and Small Security Threats,"Robert Siciliano, ContributorPersonal Security and Identity Theft Expert",https://www.huffingtonpost.com/entry/15-tips-to-prepare-for-bi_b_5272527.html,,2014-05-06
123516,CRIME,"If We're Keeping the Death Penalty, Then Bring Back Firing Squads","Diane Dimond, ContributorTelevision journalist, author, syndicated columnist",https://www.huffingtonpost.com/entry/if-were-keeping-the-death-penalty_b_5272940.html,"If we're going to keep carrying out the death penalty in this country and if we are going to continue to grandly insist that they are ""humane executions"" then only a return to a firing squad will insure a speedy and relatively pain free death for the condemned.",2014-05-06
123549,CRIME,Second Shooting Reported At College In 24 Hours,Michael McLaughlin,https://www.huffingtonpost.com/entry/paine-college-second-shooting_n_5268657.html,,2014-05-05
123552,CRIME,Girl Reveals Disturbing Details in Colorado Triple Killing,Simon McCormack,https://www.huffingtonpost.com/entry/colorado-triple-killing_n_5268748.html,,2014-05-05
123555,CRIME,5 Ways To Avoid Getting Arrested,Hilary Hanson,https://www.huffingtonpost.com/entry/5-ways-to-avoid-getting-arrested_n_5268646.html,,2014-05-05
123651,CRIME,Officer Killed In Hit-And-Run,Simon McCormack,https://www.huffingtonpost.com/entry/lapd-officer-roberto-sanchez-killed_n_5262846.html,,2014-05-04
123717,CRIME,TSA Seizes 81 Pounds Of Pot At Airport,Steven Hoffer,https://www.huffingtonpost.com/entry/oakland-airport-marijuana_n_5259423.html,,2014-05-03
123720,CRIME,Trooper Deaths Highlight Special Dangers,Simon McCormack,https://www.huffingtonpost.com/entry/trooper-deaths-alaska_n_5258960.html,,2014-05-03
123873,CRIME,Georgia Governor Vetoes Private Probation Bill,"Lauren-Brooke Eisen, ContributorSenior Counsel at the Brennan Center for Justice at the New Yo...",https://www.huffingtonpost.com/entry/post_7292_b_5243408.html,"The bill would have allowed these private probation companies to shield details of their practices from public eyes, while still raking in millions from those they're meant to supervise.",2014-05-01
123891,CRIME,Gas Explosion At Florida Jail Kills 2,,https://www.huffingtonpost.com/entry/gas-explosion-at-florida-jail_n_5245001.html,,2014-05-01
123938,CRIME,5 Cops Busted Lying on the Stand: Just Another Day on the Front Lines,"Michael Komorn, ContributorPresident, Michigan Medical Marijuana Association",https://www.huffingtonpost.com/entry/5-cops-busted-lying-on-the-stand_b_5229900.html,"When we discover that a police officer has lied, it raises serious questions and concerns. For every falsehood uncovered, how often does one go unnoticed? How often do an officer's lies end up becoming damning evidence against a defendant?",2014-04-30
124193,CRIME,A Glimmer Of Hope For Man Sentenced To Life On A Non-Violent Drug Crime,,https://www.huffingtonpost.com/entry/sentenced-to-life-in-pris_n_5220536.html,,2014-04-27
124238,CRIME,Woman Stops Alleged Bank Robber By Crashing Into Him,Michael McLaughlin,https://www.huffingtonpost.com/entry/tina-gleim-stops-bank-robber-crash_n_5222401.html,,2014-04-27
124285,CRIME,Home Invasion Prompts Neighbors to Invest in Security,"Robert Siciliano, ContributorPersonal Security and Identity Theft Expert",https://www.huffingtonpost.com/entry/home-invasion-prompts-nei_b_5217967.html,"The Lincoln-Highlands Association is a resident organization devoted to fighting crime in Oakland, California's Diamond District.",2014-04-26
124302,CRIME,"Explosion Levels One Home, Damages Dozens Others",,https://www.huffingtonpost.com/entry/long-grove-home-explosion_n_5218772.html,,2014-04-26
124380,CRIME,Could This Man Die Because His Lawyer Was An Alcoholic?,Simon McCormack,https://www.huffingtonpost.com/entry/robert-wayne-holsey-death-row_n_5207848.html,,2014-04-25
124393,CRIME,"Autism, Stigma and Murder","Michelle Sutton, ContributorWriter, Advocate",https://www.huffingtonpost.com/entry/autism-stigma-and-murder_b_5211817.html,,2014-04-25
124490,CRIME,Brooklyn DA May Stop Prosecuting Most Marijuana Arrests,Hilary Hanson,https://www.huffingtonpost.com/entry/da-wont-prosecute-marijua_n_5206589.html,,2014-04-24
124516,CRIME,Oklahoma Tackles the Prescription Drug Abuse Epidemic,"Adam Banner, ContributorCriminal Defense Attorney",https://www.huffingtonpost.com/entry/prescription-drug-abuse_1_b_5143785.html,"More than 6 million Americans abuse prescription drugs, and both the number of prescription drug sales and the number of prescription drug overdose deaths have quadrupled since 1999. Are doctors to blame?",2014-04-23
124540,CRIME,Don't Fall Prey to This,"Victor M. Feraru, ContributorLaw student and author of the upcoming autobiography 'Victor's...",https://www.huffingtonpost.com/entry/you-are-going-to-jail-no-_b_5193172.html,,2014-04-23
124759,CRIME,Alleged Dognapping Caught On Video,Andres Jauregui,https://www.huffingtonpost.com/entry/dognapping-video-_n_5181673.html,,2014-04-20
124764,CRIME,Remains Found In Lake May Be Woman Missing For 35 Years,Hilary Hanson,https://www.huffingtonpost.com/entry/helen-holladay-remains-truck-lake_n_5182298.html,,2014-04-20
124902,CRIME,Video Shows Jarring Crash Into Store That Injured Woman,,https://www.huffingtonpost.com/entry/eight-wounded-two-killed-_n_5178823.html,,2014-04-19
124904,CRIME,Body Of Child Found Along Highway 'Consistent' With Missing Boy,Andres Jauregui,https://www.huffingtonpost.com/entry/jeremiah-oliver-found_n_5178124.html,,2014-04-19
124919,CRIME,David & Me Chronicles Rubin Carter's Fight to Free David McCallum as He Fights for His Own Life,"Steve Drizin, ContributorClinical law professor, Northwestern University School of Law",https://www.huffingtonpost.com/entry/david--me-chronicles-rubin-carters-fight_b_5073601.html,Young suspects like McCallum and Stuckey are like putty in the police's hands; they fold much more quickly under pressure.,2014-04-18
124938,CRIME,World's Dumbest Hijack Attempt?,,https://www.huffingtonpost.com/entry/toblerone-hijack_n_5171762.html,,2014-04-18
124986,CRIME,Police Want your Home Video Surveillance Footage,"Robert Siciliano, ContributorPersonal Security and Identity Theft Expert",https://www.huffingtonpost.com/entry/police-want-your-home-vid_b_5173057.html,,2014-04-18
125413,CRIME,'We Won The Battle': Nevada Cattle Ranchers Proclaim Victory Over Federal Government,"Reuters, Reuters",https://www.huffingtonpost.com/entry/nevada-rancher-cliven-bundy_us_5ba2b37fe4b0c2784da4a3eb,"A number of Bundy's supporters, who included militia members from California, Idaho and other states, dressed in camouflage",2014-04-13
125414,CRIME,"Funeral Held For Timothy Owens, Fort Hood Victim","Reuters, Reuters",https://www.huffingtonpost.com/entry/timothy-owens-fort-hood_us_5ba2c10de4b0c2784da5a4d5,"""You go through little towns and see people with their hands over their hearts, it's very moving,"" Reinhart said, adding",2014-04-13
125415,CRIME,"Shootings Reported At 2 Jewish Centers In Overland Park, Kan. (VIDEO) [UPDATED]",Dominique Mosbergen,https://www.huffingtonpost.com/entry/overland-park-shootings_us_5ba2b70ae4b0c2784da4e920,"According to the Southern Poverty Law Center, Cross has long been an outspoken white supremacist and was the former “grand",2014-04-13
125480,CRIME,Boston Beefs Up Security As Marathon Nears,"Reuters, Reuters",https://www.huffingtonpost.com/entry/boston-ramps-up-security_us_5ba2ae13e4b0c2784da42cec,Preparations are also under way to help those affected by the bombings last year cope with feelings that might be triggered,2014-04-12
125481,CRIME,"Jewelry Store Robber Ties Up Worker, Takes Off With $54K In Merchandise","Reuters, Reuters",https://www.huffingtonpost.com/entry/margo-manhattan-jewelry-store_us_5ba2b732e4b0c2784da4ed47,The man went into Margo Manhattan jewelry store on Friday afternoon and asked a 53-year-old female employee to show him some,2014-04-12
125482,CRIME,"Steve Utash, Victim Of Mob Beating, Wakes Up After 9 Days","Reuters, Reuters",https://www.huffingtonpost.com/entry/steve-utash-mob-beating_us_5ba2bec2e4b0c2784da56f55,(Reuters) - A truck driver beaten unconscious by a Detroit mob when he tried to assist a child he accidentally hit with his,2014-04-12
125483,CRIME,Science May Make Eternal Life Sentences a Reality (VIDEO),"Gabriel Mizrahi, Contributor
Writer",https://www.huffingtonpost.com/entry/science-may-make-eternal-life-sentences-a-reality_us_5ba2bc43e4b0c2784da5409b,"While some researchers are looking for the fountain of youth, others are thinking that life extension will change the way we punish criminals. Philosophers and engineers are now exploring the possibility of making a life sentence in prison last hundreds -- and theoretically thousands -- of years.",2014-04-12
125484,CRIME,Kansas City Police Say 12 Vehicle Shootings All Connected,"Reuters, Reuters",https://www.huffingtonpost.com/entry/12-vehicle-shootings_us_5ba2c7e2e4b0c2784da6451d,(Additional reporting by Carey Gillam in Kansas City; editing by G Crosse and David Bailey) Witnesses have reported seeing,2014-04-12
125485,CRIME,Clerical Error Kept Cornealious 'Mike' Anderson Out Of Prison For 13 Years ... Until Now,"Newsy, Newsy",https://www.huffingtonpost.com/entry/cornealious-mike-anderson-jail_us_5ba2c7fde4b0c2784da647ad,"Anderson's attorneys are petitioning to have him released, arguing he is a rehabilitated man and making him serve his time",2014-04-12
126047,CRIME,Man Fatally Stabs 3-Year-Old Daughter Before Hanging Himself In Murder-Suicide: Police,,https://www.huffingtonpost.com/entry/woodridge-murder-suicide_us_5ba2ad4ce4b0c2784da4218a,"“I watched as they carried out my limp sister out the door,” Szyszka told the Tribune via email. Zuzanna was taken to an",2014-04-06
126048,CRIME,"Woman Tortured, Killed Animals While Filming Brutal Fetish Sex Video: Cops",,https://www.huffingtonpost.com/entry/woman-tortured-animals-fetish-video_us_5ba2c6fbe4b0c2784da62dbe,CBS Miami reports that People for the Ethical Treatment of Animals received a tip from someone who had seen the video back,2014-04-06
126114,CRIME,Are You Being Followed on Foot or By Car? What to Do,"Robert Siciliano CSP, Contributor
Personal Security, Privacy, Cyber Safety and Identity Theft Ex...",https://www.huffingtonpost.com/entry/are-you-being-followed-on_us_5ba2c27ae4b0c2784da5cc7f,"One of the things I impress upon people is what never to do, and what TO do, if they suspect they're being followed on foot or by car.",2014-04-05
126690,CRIME,What is a Denial-of-Service Attack?,"Robert Siciliano CSP, Contributor
Personal Security, Privacy, Cyber Safety and Identity Theft Ex...",https://www.huffingtonpost.com/entry/what-is-a-denial-of-servi_us_5ba2bebce4b0c2784da56dbb,Robert Siciliano is an Online Security Expert to McAfee. He is the author of 99 Things You Wish You Knew Before Your Mobile,2014-03-30
126749,CRIME,84-Year-Old Man Allegedly Kills Son Over Installing Cable,,https://www.huffingtonpost.com/entry/pang-se-vang-kills-son-over-cable_us_5ba2b073e4b0c2784da459d7,The criminal complaint contends that Pang Se Vang spoke to his church pastor on the phone Monday morning about his son's,2014-03-29
126750,CRIME,Bones Found Under Garage Could Solve 62-Year Cold Case,,https://www.huffingtonpost.comhttp://www.newser.com/story/184526/bones-found-in-santa-fe-could-solve-62-year-cold-case.html,(NEWSER) – It's been 62 years since then-26-year-old Inez Garcia went missing—and investigators may finally have some new,2014-03-29
126751,CRIME,Feds Accuse Man Of Plotting To Blow Up Government Buildings And Rob Armored Cars,"Reuters, Reuters",https://www.huffingtonpost.com/entry/robert-talbott-jr-arrested-texas-fbi_us_5ba2b445e4b0c2784da4b19b,A detention hearing for Talbot is scheduled for Tuesday. (Reporting by Andrea Lorenz; Writing by Jon Herskovitz; Editing,2014-03-29
126752,CRIME,Janitor Suspected Of Abducting 8-Year-Old Gave Gifts To Other Homeless Girls,,https://www.huffingtonpost.com/entry/relisha-rudd-search-dc-park_us_5ba2c73ce4b0c2784da63788,"Lanier has said the search for Rudd is a ""recovery operation,"" but that ""we have not given up hope that we may still find",2014-03-29
127330,CRIME,"Shelter Janitor Kidnaps Homeless Girl, Kills Wife: Police",Andres Jauregui,https://www.huffingtonpost.com/entry/relisha-rudd-missing-khalil-tatum_us_5ba2a47be4b0c2784da3c1da,She pleaded with the suspect to bring her child home. “We’ve been trying to sound the alarm that the city needs to invest,2014-03-23
127389,CRIME,Hawaii Lawmakers Promise To Ban Police Sex With Prostitutes,,https://www.huffingtonpost.com/entry/hawaii-police-sex-prostitutes-ban_us_5ba2ae56e4b0c2784da43159,"""I will tell you that without question I can't imagine police officers being exempt from the law,"" Hee said Friday. ""To condone",2014-03-22
127390,CRIME,Teen Arrested For Allegedly Sexually Assaulting A 2-Year-Old,,https://www.huffingtonpost.com/entry/teen-assaulted-two-year-old_us_5ba2b078e4b0c2784da45afb,"Story continues below The suspect was thought to be in North Texas, according to the initial release. Authorities apprehended",2014-03-22
127964,CRIME,Katherine Carpenter Is The 3rd Arrest In Socialite Nancy Pfister's Murder,,https://www.huffingtonpost.com/entry/3rd-arrest-made-in-nancy-pfister-murder_us_5ba2b212e4b0c2784da474c7,Sheriff Joe DiSalvo said his office has faced a few difficulties during the investigation. It's the first homicide case in,2014-03-16
127965,CRIME,‘100 RT's And I'll Shoot Someone Walking.',,https://www.huffingtonpost.com/entry/100-rts-shoot-someone-walking-los-angeles_us_5ba2bf8fe4b0c2784da58716,"Dakkari McAnuff A Los Angeles man is accused of vowing to trade retweets on Twitter for a murder. ""I'm gonna laugh so hard",2014-03-16
127966,CRIME,"Sandy Nguyen Allegedly Fakes Son's Cancer, Takes Donations To Disneyland",Sebastian Murdock,https://www.huffingtonpost.com/entry/sandy-nguyen-cancer-scam_us_5ba2bbbae4b0c2784da53127,"In August of last year, 31-year-old Emily Creno allegedly told her 4-year-old son he was going to die, and subjected him",2014-03-16
